Experiment,Repetition,BatchSize,W2_Gaussian,Sinkhorn,Sliced,W2_Time,Sinkhorn_Time,Sliced_Time
Exp2_Intra_Inter_Patient,8,100000,0.07591002953671566,0.4663390517234802,0.004381680112566182,5.5064263343811035,1395.957727432251,13.507955551147461
Exp3_Tech_Replicates,8,100000,0.0035091193966341194,0.29637598991394043,0.0012552295279199298,5.429889917373657,1396.7373311519623,13.645566940307617
Exp1_Split_Half,8,150000,0.0212616673418502,0.44829294085502625,0.03191715142236111,8.088078498840332,1693.8612341880798,17.55969762802124
Exp2_Intra_Inter_Patient,8,150000,0.07788759994724526,0.45340126752853394,0.004771257849270459,7.425062417984009,1694.8428089618683,15.243967056274414
Exp3_Tech_Replicates,8,150000,0.003336519256988524,0.28228288888931274,0.001390280541596397,7.752420425415039,1694.9554107189178,15.034112215042114
Exp1_Split_Half,8,200000,0.13030010064683406,0.4780174195766449,0.03234441280808492,10.406677484512329,2124.503885269165,19.998347997665405
Exp2_Intra_Inter_Patient,8,200000,0.07712527978002903,0.4448344111442566,0.005098382907357247,9.451916933059692,2125.7487421035767,17.198649406433105
Exp3_Tech_Replicates,8,200000,0.0031131165547213513,0.2740984559059143,0.001152764701949764,9.41253137588501,2125.551982164383,17.21621799468994
Exp1_Split_Half,8,300000,0.10633274011414784,0.4672776162624359,0.0005901781179216635,15.07051944732666,3011.0889205932617,23.680201053619385
Exp2_Intra_Inter_Patient,8,300000,0.07744516313382555,0.43502479791641235,0.004477362166560185,13.591502666473389,3012.2796478271484,24.18221640586853
Exp3_Tech_Replicates,8,300000,0.0030325054502640114,0.26473334431648254,0.0011081655813097845,13.344594955444336,3011.8935537338257,23.932643175125122
Exp1_Split_Half,8,399900,0.02525954573196998,0.4274081885814667,0.0003813728709100957,19.462992906570435,4184.558287858963,27.907918691635132
Exp2_Intra_Inter_Patient,8,399900,0.0776694031838785,0.4297347068786621,0.004587031658778789,17.477349758148193,4184.240957736969,24.300501108169556
Exp3_Tech_Replicates,8,399900,0.0028950749558314115,0.2594466805458069,0.001238410490922426,17.254842519760132,4185.435722112656,24.35214066505432
Exp1_Split_Half,9,10000,0.08854168650175076,0.585072934627533,0.15406393959252437,1.912285327911377,829.4557867050171,12.135857343673706
Exp2_Intra_Inter_Patient,9,10000,0.08981017069341046,0.5810455083847046,0.004876086394791666,2.0440380573272705,829.3809163570404,10.563693046569824
Exp3_Tech_Replicates,9,10000,0.01256508490031738,0.427598237991333,0.0025423807598830934,2.0583736896514893,829.6794481277466,10.477128505706787
Exp1_Split_Half,9,30000,0.05020792920999284,0.5210724472999573,0.11501966559989395,2.637146472930908,911.3078689575195,12.819292545318604
Exp2_Intra_Inter_Patient,9,30000,0.0809634586225183,0.5192470550537109,0.005274653708545682,2.5983643531799316,911.1302127838135,11.199962377548218
Exp3_Tech_Replicates,9,30000,0.0057975080783378985,0.355278342962265,0.002849769542675735,2.8303029537200928,911.1737468242645,11.141398668289185
Exp1_Split_Half,9,50000,0.1703720591988933,0.5372821092605591,0.08100781644699742,3.7344350814819336,1050.8190319538116,13.341662645339966
Exp2_Intra_Inter_Patient,9,50000,0.07635915936724302,0.4939448833465576,0.004836146693360324,3.5708510875701904,1050.9035573005676,11.779850482940674
Exp3_Tech_Replicates,9,50000,0.004267776289585967,0.32747381925582886,0.0018074251549956852,3.680389404296875,1051.3061127662659,11.531930685043335
Exp1_Split_Half,9,100000,0.14194378357106618,0.5210208892822266,0.05439035848377449,5.888338565826416,1396.2874853610992,15.360883474349976
Exp2_Intra_Inter_Patient,9,100000,0.07624998180490739,0.4664202034473419,0.004164823399496726,5.232996940612793,1396.460239648819,13.612743854522705
Exp3_Tech_Replicates,9,100000,0.0037103424977287247,0.2965008616447449,0.0013408813888160505,5.37295937538147,1396.6998164653778,13.442268133163452
Exp1_Split_Half,9,150000,0.10146320286590971,0.4824645519256592,0.03213070725606781,8.191219329833984,1694.1922709941864,17.562993049621582
Exp2_Intra_Inter_Patient,9,150000,0.07859969073676432,0.45392313599586487,0.004542199429074983,7.4036548137664795,1694.6293532848358,15.03084659576416
Exp3_Tech_Replicates,9,150000,0.003231353760033251,0.2826460897922516,0.001367041022739847,7.315171003341675,1694.6795573234558,15.086639881134033
Exp1_Split_Half,9,200000,0.062408365526828824,0.456074059009552,0.031807674352796314,10.305378437042236,2124.6981253623962,20.365782737731934
Exp2_Intra_Inter_Patient,9,200000,0.07857868916062927,0.4456762373447418,0.004362979108166534,9.342503070831299,2125.536397218704,17.19692349433899
Exp3_Tech_Replicates,9,200000,0.003079590774795804,0.27409952878952026,0.00105367501068539,9.601750373840332,2125.412508249283,17.10684299468994
Exp1_Split_Half,9,300000,0.08057510818782632,0.46033644676208496,0.0005887191343145951,15.1573646068573,3011.3168725967407,23.52463984489441
Exp2_Intra_Inter_Patient,9,300000,0.0773898767474499,0.4351767301559448,0.0046055406439032155,13.205862283706665,3012.70782327652,23.982120513916016
Exp3_Tech_Replicates,9,300000,0.0030470090479139955,0.26476502418518066,0.0010813942304433947,13.209771394729614,3012.0020277500153,23.84224581718445
Exp1_Split_Half,9,399900,0.09104327368243048,0.45771414041519165,0.0005364782868870282,19.490808963775635,4185.27595949173,27.481891870498657
Exp2_Intra_Inter_Patient,9,399900,0.07766614357984647,0.42973774671554565,0.004788644457816504,17.74137258529663,4183.611081600189,24.083118200302124
Exp3_Tech_Replicates,9,399900,0.0028941740611072575,0.25944212079048157,0.0012339914773927831,17.431777954101562,4184.046073913574,24.239561557769775
Exp1_Split_Half,10,10000,0.10644518403354652,0.6143382787704468,0.1540024586707126,1.7592027187347412,829.4764978885651,11.932482242584229
Exp2_Intra_Inter_Patient,10,10000,0.08891472774610154,0.5794770121574402,0.004875656617941918,1.8871870040893555,829.5411450862885,10.01038646697998
Exp3_Tech_Replicates,10,10000,0.010726998133328891,0.42856159806251526,0.002073284100330862,1.8275651931762695,829.4962303638458,10.318232536315918
Exp1_Split_Half,10,30000,0.06362773886764739,0.5462591648101807,0.11498581360256493,2.5722298622131348,911.1849086284637,12.824507236480713
Exp2_Intra_Inter_Patient,10,30000,0.07958970310515046,0.5197380185127258,0.005331855801895213,2.7802724838256836,910.995698928833,11.145073413848877
Exp3_Tech_Replicates,10,30000,0.005860141596275348,0.3556990623474121,0.0028649496741205848,2.5262606143951416,911.4930112361908,11.052194356918335
Exp1_Split_Half,10,50000,0.02566573626700297,0.5181726813316345,0.07875942011309225,3.651158094406128,1050.987068414688,13.296347379684448
Exp2_Intra_Inter_Patient,10,50000,0.07966623653070126,0.49561476707458496,0.004881037300831305,3.2806010246276855,1050.4389889240265,11.727184772491455
Exp3_Tech_Replicates,10,50000,0.004339780254417391,0.3272404372692108,0.0019904608028821543,3.383927583694458,1050.9311847686768,11.717402458190918
Exp1_Split_Half,10,100000,0.05972483320683075,0.49098649621009827,0.05474518181347825,5.960281848907471,1396.273954153061,15.43666124343872
Exp2_Intra_Inter_Patient,10,100000,0.08032172246819957,0.4680945575237274,0.004230296150479831,5.303879261016846,1396.1336207389832,13.542484283447266
Exp3_Tech_Replicates,10,100000,0.0037182518257683483,0.2971339821815491,0.001285022053520388,5.417273998260498,1396.7379899024963,13.481269598007202
Exp1_Split_Half,10,150000,0.13770047850524048,0.48600032925605774,0.032324054130055235,8.263540506362915,1694.3149180412292,17.669288158416748
Exp2_Intra_Inter_Patient,10,150000,0.07893511875698778,0.4539172947406769,0.0046010751369891904,7.383581161499023,1694.6541306972504,15.160463571548462
Exp3_Tech_Replicates,10,150000,0.0033046486360923666,0.28237003087997437,0.001418162381688281,7.3644819259643555,1694.8042199611664,14.908928871154785
Exp1_Split_Half,10,200000,0.06453244671924985,0.46685588359832764,0.03225639648241056,10.466065645217896,2124.7151815891266,19.880310773849487
Exp2_Intra_Inter_Patient,10,200000,0.07722893015193577,0.4447856545448303,0.004119247062352528,9.504041194915771,2125.762325525284,17.282870769500732
Exp3_Tech_Replicates,10,200000,0.0032172699761776613,0.27417460083961487,0.00125591550815119,9.363059282302856,2125.795914173126,17.25859498977661
Exp1_Split_Half,10,300000,0.02147402697147527,0.4356921315193176,0.0003315728021559197,15.013041257858276,3011.6039073467255,23.627508401870728
Exp2_Intra_Inter_Patient,10,300000,0.07738165396914987,0.4350939393043518,0.004847129573470438,13.200754165649414,3012.6264522075653,23.97219228744507
Exp3_Tech_Replicates,10,300000,0.003050828517219273,0.2646557688713074,0.0012011935801849436,13.384309768676758,3012.1166245937347,23.78830909729004
Exp1_Split_Half,10,399900,0.0861799247086017,0.4566688537597656,0.0005399099183247296,19.44035816192627,4185.411849737167,27.63568925857544
Exp2_Intra_Inter_Patient,10,399900,0.0776716961271946,0.4297371506690979,0.004780329644676787,17.365848541259766,4184.200262784958,24.533663034439087
Exp3_Tech_Replicates,10,399900,0.0028953750854689986,0.25944453477859497,0.0012615070166491394,17.89447283744812,4184.591479301453,24.376079320907593
